Week,"rossmann",dm
2015-07-05 - 2015-07-11,71,87
2015-07-12 - 2015-07-18,83,94
2015-07-19 - 2015-07-25,69,92
2015-07-26 - 2015-08-01,82,92
2015-08-02 - 2015-08-08,74,92
2015-08-09 - 2015-08-15,72,96
2015-08-16 - 2015-08-22,81,91
2015-08-23 - 2015-08-29,67,93
2015-08-30 - 2015-09-05,76,91
2015-09-06 - 2015-09-12,66,92
2015-09-13 - 2015-09-19,75,89
2015-09-20 - 2015-09-26,63,87
2015-09-27 - 2015-10-03,67,82
2015-10-04 - 2015-10-10,73,89
2015-10-11 - 2015-10-17,67,88
2015-10-18 - 2015-10-24,82,84


